comparison,layer,n_train,n_eval,direction_norm,delta_norm_mean,delta_norm_std,projection_mean,projection_std,cosine_mean,cosine_std,probe_position
harmful_prefix-plain,14,32,32,0.0020714099518954754,0.012998664751648903,0.010365444235503674,-6.393960939021781e-05,0.0010212031193077564,-0.0040622614324092865,0.051694974303245544,assistant_header_token
harmful_prefix-plain,15,32,32,0.0022041748743504286,0.013690310530364513,0.01093011349439621,-5.952340143267065e-05,0.0011552360374480486,-0.004984183236956596,0.050989311188459396,assistant_header_token
harmful_prefix-plain,16,32,32,0.002482035895809531,0.014736458659172058,0.01171310618519783,-8.770239946898073e-05,0.0011890470050275326,-0.006231196690350771,0.048417191952466965,assistant_header_token
harmful_prefix-plain,17,32,32,0.002823441755026579,0.015769438818097115,0.012475325725972652,-3.4217522625112906e-05,0.0013734429376199841,-0.0024824768770486116,0.05250615254044533,assistant_header_token
harmful_prefix-plain,18,32,32,0.0029358037281781435,0.016546808183193207,0.013130011968314648,0.00010645341535564512,0.001384283066727221,0.002837671432644129,0.05178515613079071,assistant_header_token
harmful_prefix-plain,19,32,32,0.003071814076974988,0.018082210794091225,0.014381367713212967,0.00010759483120637015,0.002305647823959589,0.0033914486411958933,0.07873083651065826,assistant_header_token
harmful_prefix-plain,20,32,32,0.0035777336452156305,0.020551906898617744,0.016419611871242523,0.00016349329962395132,0.0026879305951297283,0.004662916995584965,0.08156479150056839,assistant_header_token
harmful_prefix-plain,21,32,32,0.003987716976553202,0.02290879562497139,0.018372811377048492,0.00013603399565909058,0.0026943425182253122,0.003973268438130617,0.07323770225048065,assistant_header_token
harmful_prefix-plain,22,32,32,0.004631631541997194,0.02551538310945034,0.020448852330446243,0.00021753020700998604,0.002729804487898946,0.005981511436402798,0.06615924835205078,assistant_header_token
harmful_prefix-plain,23,32,32,0.005012663546949625,0.028722653165459633,0.022753918543457985,0.00022890730178914964,0.0025785567704588175,0.005461148917675018,0.05562711879611015,assistant_header_token
harmful_prefix-plain,24,32,32,0.005632441956549883,0.03208329156041145,0.02536149136722088,0.0004043583758175373,0.002926777582615614,0.008067743852734566,0.05699416622519493,assistant_header_token
harmful_prefix-plain,25,32,32,0.006366440560668707,0.03538762032985687,0.02785194106400013,0.0002827479620464146,0.0029095716308802366,0.0053423671051859856,0.0501650869846344,assistant_header_token
harmful_prefix-plain,26,32,32,0.007054868154227734,0.04084759205579758,0.032085172832012177,0.00025524559896439314,0.0028491911944001913,0.003922787494957447,0.043660007417201996,assistant_header_token
harmful_prefix-plain,27,32,32,0.008080863393843174,0.04772403836250305,0.037407562136650085,-0.00032899685902521014,0.003643728094175458,-0.004104270599782467,0.04757602512836456,assistant_header_token
harmful_prefix-plain,28,32,32,0.014941608533263206,0.08508651703596115,0.06692942976951599,0.00014106553862802684,0.006710239686071873,0.0021431553177535534,0.049448031932115555,assistant_header_token
